"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"loop36"	837.839848366624	-1.12081824496153	0.10463623657553	-10.7115687800229	8.98265610772806e-27	7.90473737480069e-25
"loop75"	869.274195009588	-0.627482681476725	0.0784528415494951	-7.99821483943131	1.26235975532152e-15	5.55438292341467e-14
"loop77"	305.861589217583	0.994671880278648	0.125476731726901	7.92714208115924	2.2424667550682e-15	6.57790248153339e-14
"loop42"	435.685372745341	-0.805700557367722	0.118377348533144	-6.80620547217392	1.0020656747913e-11	2.20454448454085e-10
"loop48"	367.753664774549	-0.779624227091205	0.120427544771124	-6.47380321979414	9.55663458855398e-11	1.6819676875855e-09
"loop44"	434.347981103264	-0.887351381778487	0.152976980384769	-5.80055495635103	6.60958071820847e-09	9.69405172003909e-08
"loop43"	414.963414033671	-0.894935978907715	0.174161369534038	-5.13854468015542	2.76874366478417e-07	3.48070632144296e-06
"loop38"	302.414160508129	0.74892873918214	0.149128223537191	5.02204560222207	5.11240406269771e-07	5.62364446896748e-06
"loop21"	396.691164749443	-0.510854080373298	0.103465557148154	-4.93743130036787	7.915827777276e-07	7.73992049333653e-06
"loop85"	289.999012095688	0.644068448879556	0.135634454759022	4.74856075488973	2.04869346733093e-06	1.80285025125122e-05
"loop59"	132.453819546512	0.755576248808838	0.165820034427741	4.55660410044175	5.19872791695715e-06	4.15898233356572e-05
"loop66"	175.087586136342	0.726367289828966	0.1681742199775	4.31913577435441	1.56641395298155e-05	0.00011487035655198
"loop20"	631.650250062613	-0.435548168415548	0.102809130258317	-4.23647362176096	2.27057581195602e-05	0.000153700516501638
"loop34"	205.643359139846	0.792492575540124	0.19344855935293	4.09665793423816	4.19157557920159e-05	0.000263470464978386
"loop15"	198.072170723578	-0.661862586511734	0.163396700026512	-4.05064843050284	5.10758984034776e-05	0.000280917441219127
"loop56"	99.5858575465017	0.716673121328103	0.176454690191301	4.06151358488193	4.87555805520645e-05	0.000280917441219127
"loop33"	189.118795368832	0.749947460963765	0.187444517991855	4.0009036753817	6.31010421707909e-05	0.000326640688884094
"loop31"	336.9310968648	0.56331535486988	0.149932989169089	3.7571141480718	0.000171884104657005	0.000810383615752482
"loop49"	175.725518558111	0.62344154080261	0.166280201889665	3.74934317926972	0.000177298325573517	0.000810383615752482
"loop81"	298.821568823952	0.58133552185186	0.155446262629156	3.73978448898921	0.0001841780944892	0.000810383615752482
"loop71"	1341.43671107032	-0.294108998397529	0.0810643743171385	-3.62809188222339	0.000285523654022772	0.00119648007400019
"loop58"	175.787673195669	0.525776948673206	0.158396090223801	3.31938085043845	0.000902172954224854	0.0034517921726864
"loop70"	610.734004494981	-0.353204518546865	0.106107843855118	-3.32873146521703	0.000872424774060358	0.0034517921726864
"loop24"	312.835390483184	0.451716099091732	0.142930768374697	3.16038389934032	0.00157561385289515	0.00554616076219092
"loop51"	285.29666662244	0.571307965808392	0.180516656197749	3.16484903854272	0.00155163432816369	0.00554616076219092
"loop2"	341.846585547541	0.391773514390417	0.126827623197091	3.08902354640519	0.00200815522584332	0.0067968330720851
"loop27"	108.248526818306	0.622058063160481	0.202257219604566	3.07557902939964	0.00210094242566684	0.00684751605402526
"loop60"	257.33669485656	-0.460988863448874	0.151256115767766	-3.04773701948462	0.00230571612499011	0.00724653639282607
"loop47"	180.871428155336	0.476279209134782	0.161829809166656	2.94308700966395	0.00324957073084798	0.00986076635567663
"loop6"	355.64692164063	0.358699251911643	0.124417268458167	2.88303429545433	0.00393864556883717	0.0111806712921829
"loop41"	252.095212007834	0.494873312063568	0.171310883244419	2.88874415151724	0.00386783633654976	0.0111806712921829
"loop37"	164.129077810081	0.554835431580086	0.197387006361748	2.8109014965415	0.00494029080989327	0.0135857997272065
"loop74"	287.396753057347	0.412215895633814	0.149420836271088	2.75875778720679	0.00580215222401635	0.0154724059307103
"loop55"	139.471266060495	0.666048723534066	0.242874427723965	2.74235838567185	0.00609997465684762	0.0157881697000762
"loop9"	360.535581083667	0.362817868162086	0.133414776404156	2.71947289453902	0.00653860537288972	0.0159832575781749
"loop29"	105.029872068831	0.543456286960409	0.199315056316953	2.72661933826112	0.00639868096226692	0.0159832575781749
"loop52"	325.659644512462	-0.42277693937766	0.168127856786589	-2.51461564703288	0.0119162213789406	0.028083369280977
"loop84"	242.057986941863	0.485150594118952	0.193408088464315	2.50842970410964	0.0121269094622401	0.028083369280977
"loop54"	158.700822721767	0.372446088077421	0.149129822799534	2.49746215133694	0.0125085817366344	0.0282244921236878
"loop32"	240.137404898763	0.32234204033365	0.136706281296866	2.35791682193201	0.0183778103024204	0.0404311826653248
"loop28"	117.890731503803	0.419054940894042	0.184959310181444	2.26566016321617	0.0234721983980413	0.0503793526592107
"loop79"	1046.1509648957	-0.163631060630196	0.0734732261709376	-2.22708419322032	0.0259416474190558	0.0543539279256408
"loop10"	422.392223429704	0.295928168213001	0.136348908018506	2.17037431772344	0.0299785007537634	0.0613513503797949
"loop80"	1235.09830282499	-0.138032758064435	0.0684146500852494	-2.01759064604492	0.0436339118637104	0.0872678237274208
