"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"loop48"	420.838128056605	2.41925497061494	0.139618203754509	17.327647151719	2.90991928378285e-67	2.56072896972891e-65
"loop60"	248.199307974081	2.43684782534629	0.17399712212098	14.0051041973668	1.45066806243093e-44	6.38293947469607e-43
"loop49"	234.958097405343	1.96730144193827	0.200002227663152	9.8363976487884	7.84703556224392e-23	2.30179709825822e-21
"loop47"	216.079147022828	1.93325315104414	0.199434390141539	9.69367995997132	3.20758494288487e-22	7.05668687434672e-21
"loop58"	212.405797232774	1.88397131173888	0.196939329097075	9.5662523091578	1.10851207457102e-21	1.950981251245e-20
"loop59"	134.949636772868	1.9904904913367	0.225603520658358	8.82295846061284	1.11474707354054e-18	1.63496237452613e-17
"loop50"	253.578197978376	1.57208543435515	0.181160736935253	8.67784852805613	4.03325704860195e-18	5.07038028967103e-17
"loop65"	153.474160624588	1.2091956461	0.229992690695087	5.25753945677817	1.45995577343769e-07	1.60595135078146e-06
"loop56"	129.620687101807	1.04427815071461	0.220598538116473	4.73383985057618	2.20311584001189e-06	2.15415771023384e-05
"loop39"	797.393446118157	0.540844940055458	0.117098712446471	4.61870953792677	3.86133926753737e-06	3.39797855543289e-05
"loop82"	619.494244295778	-0.675134545118317	0.146990476017666	-4.59304958667646	4.36815215743046e-06	3.49452172594437e-05
"loop36"	996.495804190403	0.434152556552142	0.108842905820076	3.9887997594425	6.64084480100365e-05	0.000466933237653255
"loop83"	1022.78140421903	-0.491991449182568	0.123622743378507	-3.97978103168438	6.89787737442308e-05	0.000466933237653255
"loop62"	199.933952467294	-0.764714211436161	0.196926299983026	-3.88325079739006	0.00010306916042344	0.000647863294090195
"loop81"	363.203858464443	-0.740086519205255	0.200086233716976	-3.69883777337784	0.000216588974644957	0.00127065531791708
"loop9"	461.581255244645	0.607650822564525	0.166628199609117	3.64674661305814	0.000265581582446546	0.001460698703456
"loop51"	344.493822538607	0.683228721488577	0.193361408174412	3.53342855712089	0.000410206939797683	0.00200545615012201
"loop75"	1091.43032575084	-0.366740645963791	0.103657913002614	-3.53798986821722	0.000403185528890581	0.00200545615012201
"loop42"	567.784407335223	0.448894663744587	0.134357341064246	3.3410505163982	0.000834620358614504	0.00386561008200402
"loop24"	356.021201978746	-0.461191536713864	0.163165947281145	-2.82651830482252	0.00470570544856124	0.0199024728988954
"loop76"	264.07822241167	-0.713761268230249	0.25278831615803	-2.82355323647174	0.00474945375996368	0.0199024728988954
"loop33"	228.934641497063	0.592705271906625	0.221929264179441	2.67069453007059	0.00756944969716485	0.0302777987886594
"loop72"	532.446222645708	-0.353368206275866	0.137361116142464	-2.57254903133847	0.0100952655184361	0.037015973567599
"loop73"	939.291832551749	0.333051309280654	0.128785822212021	2.58608675675767	0.00970724937066563	0.037015973567599
"loop79"	1274.52214668611	-0.266770475063744	0.104757429974303	-2.54655421700574	0.0108792310276714	0.0382948932174032
