"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"loop74"	287.396753057347	-0.0835219476529753	0.226082044324724	-0.369432025893273	0.711805730444419	0.806027906938147
"loop76"	211.69299508653	-0.109178685857428	0.298377531635819	-0.365907865980623	0.714433826604267	0.806027906938147
"loop77"	305.861589217583	-0.0743158471297485	0.188226815238351	-0.394820722199664	0.692975200679079	0.806027906938147
"loop3"	744.399059060013	0.0466912352686754	0.144492853016964	0.323138717893497	0.74659018916015	0.811110328964113
"loop19"	107.438840492008	0.13620511607878	0.406095874343004	0.335401378551647	0.737322328191867	0.811110328964113
"loop46"	96.9464129632552	0.102848105193987	0.307471716571465	0.334496149242013	0.738005196189378	0.811110328964113
"loop15"	198.072170723578	-0.0737563550806664	0.277155791709191	-0.266118758066785	0.790147748885127	0.847963437827941
"loop71"	1341.43671107032	-0.0260478640842175	0.116336127957896	-0.223901762431397	0.822833744322711	0.872402042173476
"loop14"	217.454884081436	-0.0465344079213485	0.265708501656799	-0.175133304471584	0.860974889482607	0.901973693743684
"loop33"	189.118795368832	0.0398015765199193	0.266588755379008	0.149299532395257	0.8813172842324	0.912422600146484
"loop68"	836.947900996547	0.0202195739481531	0.152808936632221	0.132319315831753	0.894731729881745	0.915539444530158
"loop67"	747.003338532274	0.0156479600254842	0.149020256852918	0.10500559021938	0.91637137289219	0.926904377178308
"loop27"	108.248526818306	-0.0115521039202501	0.325775124665135	-0.0354603622118924	0.9717126528557	0.9717126528557
